model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,year_scaled,year_outlier,mileage_km_bin,mileage_km_scaled,mileage_km_outlier,price_usd_bin,price_usd_scaled,price_usd_outlier,sales_volume_bin,sales_volume_scaled,sales_volume_outlier
3 series,2013,asia,white,diesel,automatic,4.9,32424.0,44861.0,2137.0,low,-0.9278104839566081,False,"(2.999, 50121.5]",-1.1720102,False,"(29999.999, 52501.5]",-1.1626263,False,"(99.999, 2591.0]",-1.0270641,False
7 series,2019,europe,grey,diesel,automatic,3.3,81029.0,86655.0,8933.0,high,0.4594619327240037,False,"(50121.5, 100436.0]",-0.333199,False,"(75014.0, 97573.0]",0.44707483,False,"(7541.0, 9999.0]",1.351701,False
x6,2016,south america,red,petrol,automatic,3.5,164299.0,58469.0,6420.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.1038508,False,"(52501.5, 75014.0]",-0.63851243,False,"(5097.0, 7541.0]",0.47208998,False
m3,2018,north america,red,electric,automatic,3.8,137068.0,45762.0,6605.0,low,0.2282498632772351,False,"(100436.0, 150610.0]",0.63390607,False,"(29999.999, 52501.5]",-1.1279242,False,"(5097.0, 7541.0]",0.53684443,False
5 series,2011,middle east,white,petrol,automatic,4.3,100339.0,60839.0,2116.0,low,-1.3902346228501454,False,"(50121.5, 100436.0]",4.7458714e-05,False,"(52501.5, 75014.0]",-0.5472316,False,"(99.999, 2591.0]",-1.0344145,False
7 series,2021,africa,black,hybrid,manual,3.6,37881.0,35779.0,7696.0,high,0.921886071617541,False,"(2.999, 50121.5]",-1.0778348,False,"(29999.999, 52501.5]",-1.5124207,False,"(7541.0, 9999.0]",0.91872096,False
x5,2023,north america,white,diesel,manual,4.2,153611.0,76903.0,7460.0,high,1.3843102105110783,False,"(150610.0, 199996.0]",0.9194004,False,"(75014.0, 97573.0]",0.07147534,False,"(5097.0, 7541.0]",0.83611524,False
7 series,2010,africa,grey,diesel,manual,3.1,108649.0,47035.0,356.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.14345907,False,"(29999.999, 52501.5]",-1.0788944,False,"(99.999, 2591.0]",-1.6504574,False
7 series,2011,north america,grey,diesel,manual,2.8,13487.0,36701.0,6462.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.4988196,False,"(29999.999, 52501.5]",-1.4769096,False,"(5097.0, 7541.0]",0.48679098,False
x6,2016,middle east,red,petrol,manual,4.4,171193.0,75624.0,1974.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.2228255,False,"(75014.0, 97573.0]",0.0222145,False,"(99.999, 2591.0]",-1.084118,False
7 series,2022,north america,red,petrol,manual,4.5,184944.0,38027.0,103.0,low,1.1530981410643097,False,"(150610.0, 199996.0]",1.4601364,False,"(29999.999, 52501.5]",-1.4258386,False,"(99.999, 2591.0]",-1.7390134,False
7 series,2019,europe,white,hybrid,manual,2.0,89900.0,98529.0,2780.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.18010582,False,"(97573.0, 119998.0]",0.90440345,False,"(2591.0, 5097.0]",-0.80199844,False
m3,2015,south america,red,electric,manual,3.4,7316.0,66882.0,8805.0,high,-0.46538634506307086,False,"(2.999, 50121.5]",-1.6053169,False,"(52501.5, 75014.0]",-0.31448472,False,"(7541.0, 9999.0]",1.3068979,False
x6,2013,middle east,red,electric,manual,3.9,23414.0,62908.0,6492.0,low,-0.9278104839566081,False,"(2.999, 50121.5]",-1.3275023,False,"(52501.5, 75014.0]",-0.4675438,False,"(5097.0, 7541.0]",0.4972917,False
x3,2010,middle east,grey,hybrid,manual,1.8,28776.0,88327.0,4330.0,low,-1.621446692296914,False,"(2.999, 50121.5]",-1.2349664,False,"(75014.0, 97573.0]",0.5114721,False,"(2591.0, 5097.0]",-0.2594608,False
m3,2022,europe,grey,diesel,automatic,4.8,66808.0,42311.0,6607.0,low,1.1530981410643097,False,"(50121.5, 100436.0]",-0.578621,False,"(29999.999, 52501.5]",-1.2608398,False,"(5097.0, 7541.0]",0.5375445,False
i3,2010,asia,black,electric,manual,3.3,159033.0,110730.0,6901.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.0129718,False,"(97573.0, 119998.0]",1.3743265,False,"(5097.0, 7541.0]",0.64045167,False
7 series,2014,middle east,red,hybrid,manual,3.8,68583.0,49049.0,5194.0,low,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.54798853,False,"(29999.999, 52501.5]",-1.0013249,False,"(5097.0, 7541.0]",0.04296018,False
i3,2024,asia,grey,petrol,manual,2.1,74801.0,34562.0,8043.0,high,1.615522279957847,False,"(50121.5, 100436.0]",-0.44068006,False,"(29999.999, 52501.5]",-1.5592935,False,"(7541.0, 9999.0]",1.0401794,False
x5,2010,europe,black,electric,automatic,2.4,193887.0,81698.0,9909.0,high,-1.621446692296914,False,"(150610.0, 199996.0]",1.6144722,False,"(75014.0, 97573.0]",0.25615537,False,"(7541.0, 9999.0]",1.6933247,False
x3,2021,middle east,white,electric,manual,1.9,6144.0,64329.0,5821.0,low,0.921886071617541,False,"(2.999, 50121.5]",-1.6255429,False,"(52501.5, 75014.0]",-0.41281384,False,"(5097.0, 7541.0]",0.26242542,False
i8,2024,south america,grey,electric,manual,2.4,145951.0,109694.0,4910.0,low,1.615522279957847,False,"(100436.0, 150610.0]",0.7872063,False,"(97573.0, 119998.0]",1.3344249,False,"(2591.0, 5097.0]",-0.056446716,False
m5,2016,middle east,blue,hybrid,manual,3.2,54466.0,39335.0,4765.0,low,-0.2341742756163022,False,"(50121.5, 100436.0]",-0.79161566,False,"(29999.999, 52501.5]",-1.3754609,False,"(2591.0, 5097.0]",-0.107200235,False
5 series,2022,south america,blue,hybrid,automatic,4.4,112736.0,68224.0,161.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.21399134,False,"(52501.5, 75014.0]",-0.26279742,False,"(99.999, 2591.0]",-1.7187121,False
x6,2020,europe,black,electric,manual,3.4,119319.0,64116.0,8293.0,high,0.6906740021707723,False,"(100436.0, 150610.0]",0.32759887,False,"(52501.5, 75014.0]",-0.42101756,False,"(7541.0, 9999.0]",1.1276854,False
x5,2010,north america,red,electric,manual,2.4,124050.0,58139.0,7553.0,high,-1.621446692296914,False,"(100436.0, 150610.0]",0.40924513,False,"(52501.5, 75014.0]",-0.65122247,False,"(7541.0, 9999.0]",0.8686675,False
5 series,2010,middle east,blue,diesel,automatic,1.7,150623.0,111624.0,7743.0,high,-1.621446692296914,False,"(150610.0, 199996.0]",0.8678343,False,"(97573.0, 119998.0]",1.408759,False,"(7541.0, 9999.0]",0.9351721,False
7 series,2011,europe,blue,petrol,automatic,3.7,141739.0,71014.0,1904.0,low,-1.3902346228501454,False,"(100436.0, 150610.0]",0.7145168,False,"(52501.5, 75014.0]",-0.15534022,False,"(99.999, 2591.0]",-1.1086197,False
m5,2022,middle east,white,petrol,manual,3.0,196816.0,54633.0,8690.0,high,1.1530981410643097,False,"(150610.0, 199996.0]",1.66502,False,"(52501.5, 75014.0]",-0.7862565,False,"(7541.0, 9999.0]",1.2666451,False
m3,2023,africa,grey,electric,manual,4.9,174091.0,30744.0,6818.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.2728384,False,"(29999.999, 52501.5]",-1.7063442,False,"(5097.0, 7541.0]",0.61139965,False
7 series,2020,asia,silver,petrol,manual,4.2,97953.0,38459.0,1662.0,low,0.6906740021707723,False,"(50121.5, 100436.0]",-0.041129448,False,"(29999.999, 52501.5]",-1.4092001,False,"(99.999, 2591.0]",-1.1933256,False
3 series,2021,africa,black,petrol,automatic,4.3,98406.0,48854.0,1722.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.033311702,False,"(29999.999, 52501.5]",-1.0088354,False,"(99.999, 2591.0]",-1.1723242,False
x6,2019,north america,blue,hybrid,automatic,1.5,194625.0,83109.0,7780.0,high,0.4594619327240037,False,"(150610.0, 199996.0]",1.6272084,False,"(75014.0, 97573.0]",0.3105002,False,"(7541.0, 9999.0]",0.948123,False
x1,2012,asia,white,electric,manual,4.2,40339.0,60550.0,2986.0,low,-1.1590225534033767,False,"(2.999, 50121.5]",-1.0354154,False,"(52501.5, 75014.0]",-0.5583625,False,"(2591.0, 5097.0]",-0.72989345,False
i8,2022,asia,white,diesel,manual,2.2,138195.0,110311.0,2027.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.6533555,False,"(97573.0, 119998.0]",1.3581886,False,"(99.999, 2591.0]",-1.0655668,False
i3,2020,north america,silver,hybrid,automatic,3.6,126647.0,57966.0,3000.0,low,0.6906740021707723,False,"(100436.0, 150610.0]",0.45406342,False,"(52501.5, 75014.0]",-0.65788555,False,"(2591.0, 5097.0]",-0.7249931,False
x3,2024,europe,grey,hybrid,manual,3.1,81326.0,45441.0,6429.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.32807347,False,"(29999.999, 52501.5]",-1.1402875,False,"(5097.0, 7541.0]",0.47524017,False
5 series,2010,asia,grey,diesel,automatic,3.5,16694.0,89841.0,9740.0,high,-1.621446692296914,False,"(2.999, 50121.5]",-1.443474,False,"(75014.0, 97573.0]",0.56978405,False,"(7541.0, 9999.0]",1.6341707,False
i3,2024,south america,silver,diesel,manual,2.0,111672.0,59976.0,5986.0,low,1.615522279957847,False,"(100436.0, 150610.0]",0.19562913,False,"(52501.5, 75014.0]",-0.58047014,False,"(5097.0, 7541.0]",0.32017943,False
x1,2018,africa,white,diesel,manual,3.1,51506.0,66145.0,8632.0,high,0.2282498632772351,False,"(50121.5, 100436.0]",-0.8426985,False,"(52501.5, 75014.0]",-0.34287035,False,"(7541.0, 9999.0]",1.2463437,False
x5,2019,europe,white,diesel,manual,1.6,11839.0,81943.0,6621.0,low,0.4594619327240037,False,"(2.999, 50121.5]",-1.5272603,False,"(75014.0, 97573.0]",0.26559156,False,"(5097.0, 7541.0]",0.5424448,False
x3,2017,north america,white,diesel,manual,1.6,8543.0,46004.0,6774.0,low,-0.002962206169533556,False,"(2.999, 50121.5]",-1.5841416,False,"(29999.999, 52501.5]",-1.1186035,False,"(5097.0, 7541.0]",0.5959986,False
x3,2014,europe,blue,diesel,manual,3.8,59481.0,65967.0,7249.0,high,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.70506823,False,"(52501.5, 75014.0]",-0.34972605,False,"(5097.0, 7541.0]",0.7622601,False
3 series,2022,africa,white,electric,manual,4.8,194178.0,48876.0,4809.0,low,1.1530981410643097,False,"(150610.0, 199996.0]",1.6194941,False,"(29999.999, 52501.5]",-1.0079881,False,"(2591.0, 5097.0]",-0.09179917,False
x5,2020,europe,silver,electric,manual,4.2,81096.0,53676.0,7334.0,high,0.6906740021707723,False,"(50121.5, 100436.0]",-0.33204272,False,"(52501.5, 75014.0]",-0.82311547,False,"(5097.0, 7541.0]",0.79201216,False
3 series,2011,middle east,grey,diesel,automatic,3.1,34052.0,35228.0,8486.0,high,-1.3902346228501454,False,"(2.999, 50121.5]",-1.1439147,False,"(29999.999, 52501.5]",-1.5336425,False,"(7541.0, 9999.0]",1.1952401,False
m3,2014,north america,red,petrol,automatic,1.7,138440.0,66249.0,2831.0,low,-0.6965984145098395,False,"(100436.0, 150610.0]",0.65758365,False,"(52501.5, 75014.0]",-0.3388648,False,"(2591.0, 5097.0]",-0.7841472,False
x1,2015,asia,white,electric,automatic,1.7,175030.0,78505.0,5311.0,low,-0.46538634506307086,False,"(150610.0, 199996.0]",1.2890434,False,"(75014.0, 97573.0]",0.13317658,False,"(5097.0, 7541.0]",0.08391303,False
m5,2023,south america,blue,electric,automatic,2.1,179693.0,51232.0,4299.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.3695161,False,"(29999.999, 52501.5]",-0.9172464,False,"(2591.0, 5097.0]",-0.27031156,False
5 series,2024,north america,silver,hybrid,automatic,4.9,78177.0,110946.0,6463.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.382418,False,"(97573.0, 119998.0]",1.3826457,False,"(5097.0, 7541.0]",0.487141,False
x3,2010,africa,black,diesel,automatic,2.9,129561.0,99206.0,3485.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.5043524,False,"(97573.0, 119998.0]",0.93047816,False,"(2591.0, 5097.0]",-0.55523133,False
x5,2020,south america,black,electric,manual,4.5,157690.0,79282.0,4061.0,low,0.6906740021707723,False,"(150610.0, 199996.0]",0.9897946,False,"(75014.0, 97573.0]",0.16310282,False,"(2591.0, 5097.0]",-0.35361734,False
m5,2013,middle east,grey,hybrid,manual,4.0,190718.0,65335.0,6610.0,low,-0.9278104839566081,False,"(150610.0, 199996.0]",1.5597824,False,"(52501.5, 75014.0]",-0.3740676,False,"(5097.0, 7541.0]",0.5385946,False
3 series,2018,middle east,blue,petrol,automatic,3.6,167733.0,101392.0,9741.0,high,0.2282498632772351,False,"(150610.0, 199996.0]",1.1631138,False,"(97573.0, 119998.0]",1.0146723,False,"(7541.0, 9999.0]",1.6345206,False
m5,2011,africa,grey,diesel,manual,4.8,26722.0,58089.0,5679.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.2704136,False,"(52501.5, 75014.0]",-0.65314823,False,"(5097.0, 7541.0]",0.21272196,False
7 series,2014,europe,black,hybrid,automatic,2.3,74618.0,57819.0,6409.0,low,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.4438382,False,"(52501.5, 75014.0]",-0.6635473,False,"(5097.0, 7541.0]",0.4682397,False
x5,2010,south america,grey,hybrid,automatic,3.1,43980.0,31585.0,604.0,low,-1.621446692296914,False,"(2.999, 50121.5]",-0.9725801,False,"(29999.999, 52501.5]",-1.673953,False,"(99.999, 2591.0]",-1.5636513,False
3 series,2013,north america,silver,hybrid,automatic,4.5,9063.0,89841.0,9364.0,high,-0.9278104839566081,False,"(2.999, 50121.5]",-1.5751677,False,"(75014.0, 97573.0]",0.56978405,False,"(7541.0, 9999.0]",1.5025615,False
m5,2013,north america,blue,electric,automatic,3.4,189364.0,33120.0,597.0,low,-0.9278104839566081,False,"(150610.0, 199996.0]",1.5364155,False,"(29999.999, 52501.5]",-1.6148324,False,"(99.999, 2591.0]",-1.5661014,False
7 series,2015,middle east,red,diesel,automatic,2.4,9748.0,81602.0,8046.0,high,-0.46538634506307086,False,"(2.999, 50121.5]",-1.5633461,False,"(75014.0, 97573.0]",0.25245792,False,"(7541.0, 9999.0]",1.0412295,False
x6,2019,north america,black,diesel,automatic,2.2,55249.0,39793.0,5659.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.7781029,False,"(29999.999, 52501.5]",-1.357821,False,"(5097.0, 7541.0]",0.20572148,False
m5,2018,asia,black,petrol,automatic,4.1,91731.0,89047.0,986.0,low,0.2282498632772351,False,"(50121.5, 100436.0]",-0.14850694,False,"(75014.0, 97573.0]",0.53920305,False,"(99.999, 2591.0]",-1.429942,False
5 series,2012,north america,silver,hybrid,manual,1.5,16003.0,58099.0,2788.0,low,-1.1590225534033767,False,"(2.999, 50121.5]",-1.4553992,False,"(52501.5, 75014.0]",-0.65276307,False,"(2591.0, 5097.0]",-0.79919827,False
i8,2018,africa,blue,petrol,manual,4.7,147551.0,99263.0,4447.0,low,0.2282498632772351,False,"(100436.0, 150610.0]",0.8148187,False,"(97573.0, 119998.0]",0.9326735,False,"(2591.0, 5097.0]",-0.21850796,False
i3,2015,north america,grey,hybrid,manual,1.6,6810.0,36118.0,8103.0,high,-0.46538634506307086,False,"(2.999, 50121.5]",-1.6140493,False,"(29999.999, 52501.5]",-1.499364,False,"(7541.0, 9999.0]",1.0611808,False
m3,2016,asia,blue,diesel,automatic,3.7,191832.0,63790.0,2961.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.5790075,False,"(52501.5, 75014.0]",-0.43357348,False,"(2591.0, 5097.0]",-0.73864406,False
i3,2021,north america,grey,electric,manual,3.6,107846.0,99863.0,2325.0,low,0.921886071617541,False,"(100436.0, 150610.0]",0.12960112,False,"(97573.0, 119998.0]",0.9557826,False,"(99.999, 2591.0]",-0.9612595,False
x5,2019,europe,red,electric,automatic,3.5,90973.0,34619.0,3933.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.1615883,False,"(29999.999, 52501.5]",-1.5570982,False,"(2591.0, 5097.0]",-0.39842045,False
x3,2011,north america,silver,petrol,automatic,3.2,90454.0,65067.0,2947.0,low,-1.3902346228501454,False,"(50121.5, 100436.0]",-0.17054504,False,"(52501.5, 75014.0]",-0.38438967,False,"(2591.0, 5097.0]",-0.7435444,False
x3,2020,middle east,black,electric,manual,4.5,185464.0,44692.0,3944.0,low,0.6906740021707723,False,"(150610.0, 199996.0]",1.4691104,False,"(29999.999, 52501.5]",-1.1691353,False,"(2591.0, 5097.0]",-0.39457017,False
x5,2019,middle east,silver,hybrid,manual,3.8,45752.0,87294.0,1824.0,low,0.4594619327240037,False,"(2.999, 50121.5]",-0.9419994,False,"(75014.0, 97573.0]",0.471686,False,"(99.999, 2591.0]",-1.1366217,False
3 series,2023,middle east,silver,hybrid,automatic,4.2,75232.0,47796.0,5095.0,low,1.3843102105110783,False,"(50121.5, 100436.0]",-0.43324196,False,"(29999.999, 52501.5]",-1.0495844,False,"(2591.0, 5097.0]",0.008307778,False
x3,2015,middle east,grey,petrol,manual,1.9,169553.0,49976.0,3152.0,low,-0.46538634506307086,False,"(150610.0, 199996.0]",1.1945229,False,"(29999.999, 52501.5]",-0.9656214,False,"(2591.0, 5097.0]",-0.6717894,False
i3,2015,africa,white,diesel,automatic,1.7,183578.0,99910.0,7566.0,high,-0.46538634506307086,False,"(150610.0, 199996.0]",1.4365623,False,"(97573.0, 119998.0]",0.95759284,False,"(7541.0, 9999.0]",0.8732178,False
x1,2011,europe,white,diesel,automatic,1.6,61133.0,79542.0,6675.0,low,-1.3902346228501454,False,"(50121.5, 100436.0]",-0.6765585,False,"(75014.0, 97573.0]",0.17311676,False,"(5097.0, 7541.0]",0.5613462,False
x1,2011,asia,blue,hybrid,manual,2.0,12839.0,117505.0,3140.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.5100025,False,"(97573.0, 119998.0]",1.6352664,False,"(2591.0, 5097.0]",-0.6759897,False
x6,2023,asia,grey,electric,manual,3.8,100766.0,106980.0,290.0,low,1.3843102105110783,False,"(100436.0, 150610.0]",0.0074165026,False,"(97573.0, 119998.0]",1.2298948,False,"(99.999, 2591.0]",-1.673559,False
x1,2011,africa,white,electric,automatic,3.2,188137.0,117606.0,4075.0,low,-1.3902346228501454,False,"(150610.0, 199996.0]",1.5152402,False,"(97573.0, 119998.0]",1.6391565,False,"(2591.0, 5097.0]",-0.348717,False
x3,2019,asia,white,diesel,automatic,4.1,100615.0,80642.0,3672.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.004810588,False,"(75014.0, 97573.0]",0.2154834,False,"(2591.0, 5097.0]",-0.4897768,False
m3,2021,africa,blue,diesel,manual,2.2,20092.0,73007.0,6916.0,low,0.921886071617541,False,"(2.999, 50121.5]",-1.3848324,False,"(52501.5, 75014.0]",-0.07857958,False,"(5097.0, 7541.0]",0.645702,False
m5,2010,north america,blue,electric,manual,2.8,962.0,72750.0,7125.0,high,-1.621446692296914,False,"(2.999, 50121.5]",-1.7149724,False,"(52501.5, 75014.0]",-0.08847797,False,"(5097.0, 7541.0]",0.7188571,False
3 series,2014,asia,silver,petrol,manual,4.6,162.0,63693.0,2807.0,low,-0.6965984145098395,False,"(2.999, 50121.5]",-1.7287786,False,"(52501.5, 75014.0]",-0.43730944,False,"(2591.0, 5097.0]",-0.7925478,False
5 series,2017,africa,red,petrol,manual,4.8,14181.0,114333.0,5445.0,low,-0.002962206169533556,False,"(2.999, 50121.5]",-1.4868426,False,"(97573.0, 119998.0]",1.5130965,False,"(5097.0, 7541.0]",0.13081628,False
i3,2011,north america,red,petrol,automatic,4.7,131402.0,30946.0,3244.0,low,-1.3902346228501454,False,"(100436.0, 150610.0]",0.5361238,False,"(29999.999, 52501.5]",-1.6985643,False,"(2591.0, 5097.0]",-0.63958716,False
i3,2022,north america,silver,diesel,automatic,4.4,42739.0,95874.0,8563.0,high,1.1530981410643097,False,"(2.999, 50121.5]",-0.99399686,False,"(75014.0, 97573.0]",0.8021458,False,"(7541.0, 9999.0]",1.222192,False
x6,2024,north america,grey,electric,automatic,3.9,187498.0,38532.0,2390.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.5042126,False,"(29999.999, 52501.5]",-1.4063885,False,"(99.999, 2591.0]",-0.9385079,False
m3,2014,middle east,white,petrol,automatic,4.7,174195.0,55224.0,1883.0,low,-0.6965984145098395,False,"(150610.0, 199996.0]",1.2746332,False,"(52501.5, 75014.0]",-0.763494,False,"(99.999, 2591.0]",-1.1159703,False
m3,2021,asia,black,petrol,manual,4.0,192353.0,103374.0,5165.0,low,0.921886071617541,False,"(150610.0, 199996.0]",1.5879987,False,"(97573.0, 119998.0]",1.0910093,False,"(5097.0, 7541.0]",0.032809477,False
i3,2017,middle east,black,petrol,automatic,4.8,10838.0,117133.0,4567.0,low,-0.002962206169533556,False,"(2.999, 50121.5]",-1.5445352,False,"(97573.0, 119998.0]",1.6209388,False,"(2591.0, 5097.0]",-0.17650504,False
i3,2019,europe,black,petrol,manual,1.6,144068.0,32394.0,7935.0,high,0.4594619327240037,False,"(100436.0, 150610.0]",0.75471,False,"(29999.999, 52501.5]",-1.6427944,False,"(7541.0, 9999.0]",1.0023768,False
m3,2023,europe,silver,petrol,automatic,4.7,140196.0,89476.0,6933.0,low,1.3843102105110783,False,"(100436.0, 150610.0]",0.68788815,False,"(75014.0, 97573.0]",0.555726,False,"(5097.0, 7541.0]",0.6516524,False
m3,2014,middle east,black,diesel,automatic,3.4,54541.0,82956.0,942.0,low,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.79032135,False,"(75014.0, 97573.0]",0.3046074,False,"(99.999, 2591.0]",-1.4453431,False
i8,2011,europe,blue,diesel,manual,1.9,167366.0,69091.0,190.0,low,-1.3902346228501454,False,"(150610.0, 199996.0]",1.1567802,False,"(52501.5, 75014.0]",-0.2294048,False,"(99.999, 2591.0]",-1.7085614,False
m3,2012,asia,silver,electric,automatic,2.3,70260.0,60562.0,5209.0,low,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.5190473,False,"(52501.5, 75014.0]",-0.5579003,False,"(5097.0, 7541.0]",0.048210546,False
i3,2024,north america,silver,electric,automatic,4.5,72800.0,36585.0,923.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.47521272,False,"(29999.999, 52501.5]",-1.4813775,False,"(99.999, 2591.0]",-1.4519936,False
x5,2015,europe,grey,hybrid,manual,3.3,42751.0,71680.0,9273.0,high,-0.46538634506307086,False,"(2.999, 50121.5]",-0.9937898,False,"(52501.5, 75014.0]",-0.12968916,False,"(7541.0, 9999.0]",1.4707093,False
i8,2020,asia,blue,hybrid,automatic,4.9,43009.0,80548.0,765.0,low,0.6906740021707723,False,"(2.999, 50121.5]",-0.98933727,False,"(75014.0, 97573.0]",0.21186298,False,"(99.999, 2591.0]",-1.5072974,False
7 series,2020,north america,white,petrol,automatic,1.9,149677.0,112448.0,2177.0,low,0.6906740021707723,False,"(100436.0, 150610.0]",0.85150856,False,"(97573.0, 119998.0]",1.4404955,False,"(99.999, 2591.0]",-1.0130631,False
